31945,CCCC[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
3198,c1ccc(-c2ccccn2)nc1
25613,c12c3c4c5c6c7c3c3c1c1c8c9c2c2c4c4c5c5c%10c6c6c7c7c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c%17c%17c%16c%13c%11c%11c%17c%13c%21c%16c%20c%17c%20c%19c%19c%18c%15c%15c%14c(c%10c%10c5c5c4c4c2c9c(c%17c4c%20c5c%19c%15%10)c%16c8c%13c1c%11c37)c6%12
27327,CCCCC(CC)CO[Si](c1ccccc1)(c1ccccc1)c1ccccc1
14133,C=CCCC(C)(C)Cl
6084,CCCCOC(C)OCCCC
39061,CCCCC(CC)C(=O)[O-]
29237,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
8811,C/C=C\OC(O/C=C\C)C(C)(C)C
33941,CC1NC(C)NC(C)N1
39257,CC(C)[C@H](N)C(=O)[O-].NCCCn1cc[n+](CCN)c1
1290,ClBr
28373,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[K+].[K+].[Mg+2]
29374,O=C(O)c1coc2ccccc2c1=O
40416,CCC(S)C(C)C
27384,CCCCCCCCCCCC(=O)[O-].[Li+]
24547,CCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1
692,CC(C)CCON=O
6460,CC1CCCC1
19229,CC=C(CCC)[N+](=O)[O-]
17339,CC(C)CCCC(C)C(=O)O
7422,C=C(C)C(=O)OCCO
15821,CCCCCCCCCCCC(C)OC(C)=O
629,CCCCOC(=O)CC(C)C
38872,Cn1cc[n+](CCOC(=O)CCC(=O)O)c1
18920,CC(=CCC(C)C)CCC(C)C
32528,CCCCCCn1cc[n+](C)c1.c1c[n-]nn1
12929,CCCCCCCCC(O)C(C)C
16927,CCCCCCC(CCCc1ccccc1)CCCc1ccccc1
31479,CC(=O)c1ccc2cc(C)ccc2c1
31641,c1nnc[n-]1
22937,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Mg+2]
26939,CCOC(=O)CN=[N+]=[N-]
146,CC/C=C/N1CCCCC1
26195,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
9944,O=C(NNC(=O)c1ccccc1C(=O)O)c1ccccc1
16013,C=CC#CC(C)(C)O
16984,CCCC(=O)C(C(C)C)C(C)(C)C
22461,C1=CC2(C=Cc3ccccc3O2)Oc2ccccc21
37844,C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].O.O.[Fe+2]
1920,CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC
16558,C=CC1CCC(C)CC1
3368,CCCCC(C)(C)CC
33645,[Nb+5].[Nb+5].[O-2].[O-2].[O-2].[O-2].[O-2]
36959,COCCOCC(O)COCCOC
23202,[O-][Br+2]([O-])[O-]
38651,C[C@H]1c2cc(c(O)c(CS(=O)(=O)[O-])c2O)[C@@H](C)c2cc(c(O)c(CS(=O)(=O)[O-])c2O)[C@@H](C)c2cc(c(O)c(CS(=O)(=O)[O-])c2O)[C@@H](C)c2cc1c(O)c(CS(=O)(=O)[O-])c2O.[Na+].[Na+].[Na+].[Na+]
41232,Cc1ccc(CCCCC(C)C)cc1
39108,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
12176,CCCCCCCCC(=O)OCCCCC
37800,O=C(O)C(F)F
33410,O=[N+]([O-])c1cc([N+](=O)[O-])c([S-])c([N+](=O)[O-])c1
1530,Cc1ccc(OC(C)(C)C)cc1
28631,CC(O)=C(C)C(=O)c1ccccc1
3077,CCOCCCOCC
4662,CCCOO
21689,O=C(c1c(Br)cc(Br)cc1Br)C(Br)(Br)Br
17831,CCCC(Br)(CC)CBr
20710,[F-].[F-].[Sr+2]
19472,CC(C)(C)N.Cl
17482,CCC(CC(C)C)c1ccccc1
17443,CC(=O)C(C)(C(C)=O)C12CC3CC(CC(C3)C1)C2
37265,Nc1ccc(-c2ccc(-c3ccccc3)cc2)cc1
2347,Cc1cc(C)cc(C#N)c1
11634,COC(=O)c1cccc(C(=O)OC)c1C(=O)OC
9471,CC(=O)N(CCN(C(C)=O)[N+](=O)[O-])[N+](=O)[O-]
1505,Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1
25274,[AsH6+3]
20838,CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.[Mn+2]
3663,C=C(C)[N+](=O)[O-]
653,SCCCS
21797,CCCCCCCCCCCCCCCCCCC1=CCCC1
13934,CCCCCCCCOC(=O)C(C)(C)O
15329,CCCC(CCC)CCO
7677,CCCCCCCCC(C)C=O
27463,N[NH3+]
28802,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F
19210,CC=C(C)C(=O)O
4697,Cc1cccc2cc3ccccc3cc12
9089,CCC(C)c1c(C)cc(C)c(C(C)CC)c1C
24890,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
4145,CC(C)(C)CC(O)C(C)(C)C
2142,CC(C)CCc1ccccc1
6949,C[C@H](CO)CCO
18919,CCC=C(CCC)CCCCC
39304,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](C)c1Cl
28033,CCCCCCCCCCCCN.CCCCCCCCCCCCN.[Cl-].[Cl-].[Zn+2]
14876,CCCc1ccc2ccccc2c1C
7063,O=C1CCCCCCCN1
12910,CC(O)C(C)Cl
4581,CC(Br)C(C)Br
9331,O=C(O)c1ccc(F)c(F)c1
35240,CCOCF
19089,CCCCC(C(=O)OCC)=C(C)O
39054,CN(C)c1cc[n+](CCCS(=O)(=O)O)cc1
17079,C=C(CCl)OCC
29034,O=C([O-])[C@@H]1CCCN1.[Na+]
6151,Cc1ccc(C(C)(C)C)c(O)c1
